time_s,throughput_Mbps
0,36.52849740932643
1,35.61587175058678
2,35.31414315870275
3,35.51609357826974
4,34.76069852235655
5,34.92803684513529
6,34.41827602449364
7,35.60122817117636
8,36.29207445787757
9,37.113832626786
10,37.45730186144694
11,35.47254932747162
12,34.78756476683938
13,35.82383419689119
14,35.459988485895224
15,35.2964881980426
16,34.79063519478027
17,35.12670748940178
18,35.791594703511805
19,37.34830166954519
20,39.50681251199387
21,39.174438687392055
22,38.467472654001156
23,38.872769142199196
24,39.411629245826134
25,39.733256572634815
26,40.67608729784896
27,41.1433506044905
28,41.99078871617732
29,43.57743235463443
30,43.67875647668394
31,43.4461715601612
32,43.814622913068504
33,44.85131103783953
34,45.05047015927845
35,43.99382425289161
36,44.34887737478412
37,44.30589138361159
38,44.81949023917936
39,46.08520437535982
40,46.66858568412973
41,46.347725964306285
42,45.795048934945314
43,45.279217040875075
44,44.61293417770102
45,43.43696027633851
46,42.14403098340922
47,41.573210516215696
48,41.46804835924007
49,42.0653163761972
50,42.00921128382268
51,41.55785837651122
52,42.35002878526194
53,44.30742659758204
54,45.15025906735752
55,46.783726731913255
56,51.44770677413164
57,54.668864813942534
58,57.23162540779121
59,59.88663840477313
60,62.573402417962
61,63.94588370754173
62,63.887685141571154
63,66.39378238341966
64,67.42698138553061
65,65.96273616999005
66,65.72826712723086
67,64.8665933950908
68,64.91306850892344
69,63.823834196891205
70,61.926519076778156
71,62.37535981577432
72,61.804260218767986
73,58.712618412100255
74,55.49683362118595
75,53.03344324069713
76,51.21128382268279
77,48.988293993475345
78,48.08698382791647
79,47.221262713490695
80,44.987526386490124
81,42.87423457371645
82,43.455382843983884
83,45.33532213324961
84,47.549798503166386
85,49.84647860295527
86,51.20374731773695
87,49.56476683937825
88,50.54423335252351
89,56.199612707384766
