time_s,throughput_Mbps
0,90.15804859255329
1,88.31381630559078
2,94.17959340075117
3,97.2139356684154
4,95.42976782935334
5,93.04906535759227
6,91.04625975285673
7,90.33475278710486
8,87.44658869384878
9,88.99470040191834
10,81.77459787841553
11,82.46775106286329
12,90.68779794954884
13,87.88801769919279
14,90.3635649491434
15,85.87741212044286
16,87.32991844587673
17,90.65979798383952
18,91.67549736053522
19,86.25965612703821
20,82.04117246757248
21,84.52709470832866
22,87.22359350214937
23,89.46972928924386
24,89.2198906547475
25,91.65326641316169
26,92.2557892105688
27,89.04809997739622
28,94.82224675296253
29,97.697844246244
30,97.07192196075115
31,92.4945934603217
32,90.47022853401049
33,90.36943845783625
34,87.57743247572496
35,87.3147044159693
36,83.07479704727858
37,86.85979450420552
38,86.83153268529254
39,89.68516253456056
40,86.40462682657206
41,88.27981994269295
42,93.09394431746048
43,93.59679941953114
44,93.08071240201247
45,98.57779395714682
46,95.37995741432462
47,89.09635909489961
48,90.21864755086224
49,91.88508374788137
50,89.71544312073601
51,89.79824480254797
52,83.52795301757284
53,84.97562700390934
54,88.93473330480859
55,89.94785121276874
56,91.81476803355139
57,84.34659458614402
58,90.15353682096294
59,90.75476912012412
60,96.59762494928071
61,93.93488753023408
62,94.59752627062147
63,91.84161870204728
64,92.21905674279749
65,92.63256009345913
66,87.2798428263466
67,88.8224075493311
68,84.10141962068818
69,81.20847127293055
70,87.52997395608234
71,92.67650270181922
72,88.04680093898243
73,89.68639807254098
74,92.9130901391068
75,91.16340784317775
76,92.36456625674292
77,99.32715607318053
78,97.02591875491878
79,88.9557062115126
80,90.47675824207502
81,88.05381242617857
82,88.3357061513429
83,84.39462846788871
84,81.7014140300948
85,81.20717328571628
86,87.07037462101803
87,89.72219550697613
88,92.20652880191425
89,91.15489017798298
