time_s,cpu_usage_ms_per_s
0,57.91907514450867
1,57.91907514450867
2,58.14001284521515
3,57.934489402697494
4,58.72341916272552
5,60.18946692357097
6,61.21965317919075
7,61.05716120745022
8,59.555789104922056
9,57.97302504816955
10,57.0456005138086
11,56.35452793834297
12,56.07356805044667
13,55.9582530507386
14,55.19396274887605
15,54.82658959537573
16,55.13610089332633
17,57.13294797687862
18,59.275529865125236
19,60.45612191276931
20,61.13680154142582
21,61.48554913294798
22,61.3956326268465
23,60.01681555438781
24,57.76493256262043
25,56.3776493256262
26,55.12780989081567
27,53.78034682080924
28,52.646114322414896
29,50.97302504816956
30,50.125240847784205
31,48.929760028025925
32,48.45985870263327
33,49.626204238921
34,49.71098265895954
35,48.587026332691075
36,47.89595375722543
37,48.07578676942839
38,49.91977579260816
39,49.94219653179191
40,50.815671162491974
41,52.35966602440591
42,53.053074093536516
43,53.841361592806685
44,55.60950545921644
45,56.994219653179194
46,57.89945699772289
47,58.36095054592164
48,59.89210019267822
49,59.19565598178315
50,57.842003853564556
51,56.26589595375722
52,55.11239563262685
53,53.20161149062884
54,51.50289017341041
55,49.261400128452145
56,46.36095054592163
57,42.94902785076195
58,41.55684007707129
59,38.680796403339755
60,37.01348747591522
61,36.08898230863549
62,35.18561335902376
63,34.0655105973025
64,33.52881415309161
65,32.62684649967888
66,32.601156069364166
67,33.030186255619775
68,36.718164301979314
69,39.445086705202314
70,41.06615285806036
71,43.07514450867052
72,45.16657908565423
73,47.535645472061674
74,50.77777777777777
75,53.64161849710983
76,54.658959537572244
77,54.01926782273603
78,55.06743737957611
79,55.7190401121037
80,55.61014771997431
81,55.60693641618497
82,55.177906229929356
83,53.43142406726223
84,50.504816955684
85,48.00256904303148
86,47.008349389852285
87,45.80136626379401
88,44.33590237636479
89,43.300578034682076
