time_s,throughput_Mbps
0,89.61394562637051
1,97.79438273118934
2,98.00936362425763
3,89.9914783467091
4,86.11717838760428
5,89.10456115572282
6,89.65858293755166
7,87.60809753982923
8,83.69109496390554
9,80.36142261529288
10,91.53016057779872
11,93.07265388372376
12,89.87459823139886
13,90.68840490747705
14,85.39409605196133
15,89.90877473579104
16,94.02180612683753
17,96.40841856923323
18,95.71093314807175
19,94.04090188824037
20,91.92735404313161
21,85.93705087738907
22,90.07525613965188
23,89.16522063723274
24,83.91796373016811
25,82.25251264878693
26,88.9874836792376
27,83.10117493453839
28,91.03697016564675
29,94.42098604627692
30,86.48424582795771
31,89.5149645925055
32,91.99371285308837
33,94.61148815662513
34,92.63053394377198
35,92.49207757625459
36,87.28588676234234
37,89.40350154975616
38,87.89921660668806
39,92.99128409335592
40,81.5697414145351
41,81.65247713195569
42,88.2532293313948
43,88.23066007087527
44,89.48038527256172
45,91.60242622231337
46,86.27334805972363
47,91.0477133217493
48,93.00807345180583
49,97.888684654455
50,92.98435234923744
51,90.25866688937082
52,91.88850700778092
53,91.26037448443131
54,92.10727795253447
55,90.150469235592
56,80.53373681823112
57,82.26282779075143
58,86.73691174319755
59,89.11674755057602
60,93.63189639725886
61,90.85205790323226
62,87.10233699745919
63,90.56725295921031
64,88.37065865489615
65,96.3828705207189
66,97.40086839002618
67,92.6063764239891
68,90.74371667676522
69,91.90535401645712
70,92.21104274052465
71,93.5283839624373
72,88.56772733278612
73,91.28643371597914
74,88.04565970781591
75,93.1251616329877
76,97.02816329175982
77,94.01681823803833
78,92.81659653321256
79,91.60598479937481
80,89.11713968644523
81,90.88210557226618
82,79.25519302868314
83,84.51425196513776
84,85.68996908805165
85,89.81249916492501
86,87.00178461632613
87,91.68446503197464
88,88.91245983438408
89,87.81907256737118
