time_s,cpu_usage_ms_per_s
0,47.630057803468205
1,48.05703275529865
2,48.48383643759366
3,48.19653179190751
4,48.28259473346179
5,49.46692357096981
6,51.34104046242775
7,52.94204831777086
8,53.909826589595376
9,54.62299293513167
10,55.56840077071291
11,55.867745664739886
12,56.19329479768786
13,56.51884393063584
14,55.83506743737958
15,53.94219653179191
16,52.68679083707987
17,51.10289017341041
18,50.27430373095113
19,49.39584671376579
20,48.373795761078995
21,48.27745664739884
22,50.52947976878612
23,52.90250481695569
24,53.50802825947335
25,53.67244701348747
26,54.745939994494904
27,55.4990366088632
28,55.955298651252406
29,56.909441233140655
30,58.13744380218368
31,57.129094412331405
32,54.77627916934276
33,54.45086705202312
34,55.282466281310214
35,55.56411903232713
36,55.690173410404626
37,54.771141083279815
38,53.03892100192678
39,51.36030828516378
40,50.82851637764933
41,50.72404196103618
42,50.38843930635838
43,49.88910297580818
44,49.23314065510597
45,48.73988439306358
46,49.75037465210876
47,50.95183044315992
48,51.21387283236994
49,51.443545279383436
50,53.356454720616576
51,55.491329479768794
52,57.1252408477842
53,58.9364161849711
54,61.96069364161849
55,63.969171483622354
56,65.61849710982659
57,67.87154784842646
58,69.42581888246629
59,70.37842003853565
60,70.44315992292871
61,71.1028901734104
62,71.11196745878827
63,69.91445086705203
64,69.71098265895954
65,69.57996146435453
66,69.00449582530507
67,67.36459002354954
68,64.49017341040462
69,62.23763648041105
70,60.231213872832356
71,58.603468208092494
72,56.92485549132948
73,54.936416184971094
74,53.10297580817812
75,52.34516928158548
76,53.22851637764933
77,54.73603082851638
78,54.895953757225435
79,54.987797045600516
80,55.617212588310856
81,56.29543994861914
82,58.098651252408466
83,60.778420038535636
84,62.761721258831095
85,62.98651252408478
86,62.03553842860202
87,63.15838150289019
88,65.0859344894027
89,66.81156069364162
