time_s,cpu_usage_ms_per_s
0,100.7248735571767
1,100.48246822492939
2,100.37145843380605
3,103.41042614123276
4,104.51476206911272
5,105.88779087475761
6,103.93698959998854
7,104.8940686533085
8,105.41782323193628
9,101.60945106990678
10,99.37045004534609
11,100.70227902273022
12,100.0522611081293
13,99.24847396688729
14,99.60305213347549
15,98.76441178677884
16,97.93230193088262
17,99.72498591326254
18,99.73534557651595
19,101.56979581111558
20,100.68622643986738
21,98.41159433203511
22,100.21555236829059
23,100.54821306903636
24,103.55051957200217
25,103.6147632717949
26,103.22842203362914
27,103.26930336745748
28,102.7424981704069
29,102.65317180079683
30,97.88459109913123
31,99.16633981484007
32,99.37686095352574
33,101.224895765285
34,100.46179782657858
35,100.13115099545715
36,98.81940581359842
37,100.68928870553586
38,100.79554047780128
39,102.18926296117759
40,101.20796819259185
41,100.31376946205107
42,103.25890707860529
43,101.08775214457408
44,102.10568915271382
45,103.22245891727303
46,101.35685664874356
47,98.36208938132917
48,100.30513414786691
49,99.3600997770055
50,96.68674615104203
51,97.95029663166565
52,99.25007017759913
53,94.72019006837562
54,95.52686990814719
55,98.95225460888727
56,89.18914626608361
57,91.01491316095813
58,91.30403416932174
59,95.84963279007596
60,96.92095499169326
61,92.7272760308113
62,94.07099654387524
63,93.74472256817884
64,94.30537999714282
65,95.10290036566425
66,95.59151814311116
67,98.94594979291215
68,96.081309033221
69,100.70689176309845
70,102.53383008190266
71,105.6881380539847
72,105.6543006751196
73,105.44991654567409
74,104.16454556046669
75,107.30156280973497
76,101.1781724793495
77,100.44307187688983
78,98.28359743806989
79,101.44469544934029
80,95.54701088567941
81,99.02178319646994
82,99.40788635324763
83,99.12619741131456
84,98.13229820203084
85,98.22906130657215
86,98.60165327044548
87,100.02064530928448
88,100.4097507845208
89,100.27200938590038
