scheme,step,hour,load,slice,slice_name,offered_mbps,delivered_mbps,radio_mbps,compute_cap_mbps,eta,d_e2e_ms,d_transport_ms,d_proc_ms,violated,placement
S0,144,18,0.8,2,YOLO,12.0,12.0,78.9357409352793,15.0,1.4457095409391814,126.60687418804704,112.0,14.4,1,central/central/edge
S0,144,18,0.8,3,VIDEO,25.6,25.6,69.87200757602375,32.0,1.2797070984619734,120.50507260951197,112.0,6.4,1,central/central/edge
S0,144,18,0.8,4,CPU-OFF,6.4,6.4,76.6257864046877,8.0,1.4034026814045366,185.1824845326095,112.0,72.0,0,central/central/edge
S0,144,18,0.8,5,MQTT,1.6,1.6,103.10422797406505,2.0,1.888355823700825,115.4387244059891,112.0,2.4,1,central/central/edge
S0,145,18,0.8,1,BE-DL,16.0,16.0,54.19829732832416,20.0,0.9926428082110651,117.29729660373059,112.0,2.0,0,central/central/edge
S0,145,18,0.8,2,YOLO,12.0,12.0,67.65167231598511,15.0,1.2390416175088848,127.69103602364088,112.0,14.4,1,central/central/edge
S0,145,18,0.8,3,VIDEO,25.6,25.6,48.82154267759187,32.0,0.8941674483075434,119.71678164312276,112.0,6.4,1,central/central/edge
S0,145,18,0.8,4,CPU-OFF,6.4,6.4,52.79006558869126,8.0,0.9668510181078985,185.02273517654257,112.0,72.0,0,central/central/edge
S0,145,18,0.8,5,MQTT,1.6,1.6,128.41746742207937,2.0,2.3519682678036515,115.01238178301557,112.0,2.4,1,central/central/edge
S0,146,18,0.8,1,BE-DL,16.0,16.0,50.69793904938238,20.0,0.9285336822231204,116.86894223651284,112.0,2.0,0,central/central/edge
S0,146,18,0.8,2,YOLO,12.0,12.0,53.99307722492069,15.0,0.9888841982586206,126.59264726382109,112.0,14.4,1,central/central/edge
S0,146,18,0.8,3,VIDEO,25.6,25.6,73.58338094646875,32.0,1.347680969715545,120.28205493271535,112.0,6.4,1,central/central/edge
S0,146,18,0.8,4,CPU-OFF,6.4,6.4,132.6246548358065,8.0,2.4290229823407783,186.68282052097032,112.0,72.0,0,central/central/edge
S0,146,18,0.8,5,MQTT,1.6,1.6,113.74253400156356,2.0,2.08319659343523,115.58760534737124,112.0,2.4,1,central/central/edge
S0,147,18,0.8,1,BE-DL,16.0,16.0,35.76253632746015,20.0,0.6549915078289404,116.24384467775066,112.0,2.0,0,central/central/edge
S0,147,18,0.8,2,YOLO,12.0,12.0,62.20530108351291,15.0,1.1392912286357675,127.65870411092779,112.0,14.4,1,central/central/edge
S0,147,18,0.8,3,VIDEO,25.6,25.6,133.99979609480954,32.0,2.4542087196851563,118.8768293074791,112.0,6.4,1,central/central/edge
S0,147,18,0.8,4,CPU-OFF,6.4,6.4,150.1358756974652,8.0,2.749741313140388,186.08318542609845,112.0,72.0,0,central/central/edge
S0,147,18,0.8,5,MQTT,1.6,1.6,121.84060439608473,2.0,2.231512901027193,115.11448753239269,112.0,2.4,1,central/central/edge
S0,148,18,0.8,1,BE-DL,16.0,16.0,82.05864359773734,20.0,1.5029055603981198,116.41467990667486,112.0,2.0,0,central/central/edge
S0,148,18,0.8,2,YOLO,12.0,12.0,126.353696417861,15.0,2.3141702640633883,128.9444197603762,112.0,14.4,1,central/central/edge
S0,148,18,0.8,3,VIDEO,25.6,25.6,127.33464801644303,32.0,2.3321364105575646,119.60093822486067,112.0,6.4,1,central/central/edge
S0,148,18,0.8,4,CPU-OFF,6.4,6.4,140.3468323543566,8.0,2.570454805024846,184.5374774887562,112.0,72.0,0,central/central/edge
S0,148,18,0.8,5,MQTT,1.6,1.6,111.49919819676639,2.0,2.0421098570836334,115.90061130105869,112.0,2.4,1,central/central/edge
S0,149,18,0.8,1,BE-DL,16.0,16.0,82.31600215884193,20.0,1.507619087158277,116.3947539354636,112.0,2.0,0,central/central/edge
S0,149,18,0.8,2,YOLO,12.0,12.0,48.63416882782973,15.0,0.8907356928173944,126.59400779011796,112.0,14.4,1,central/central/edge
S0,149,18,0.8,3,VIDEO,25.6,25.6,100.31130491085383,32.0,1.8372033866456745,121.62695675929456,112.0,6.4,1,central/central/edge
S0,149,18,0.8,4,CPU-OFF,6.4,6.4,131.93912178189962,8.0,2.416467431902923,184.71792550288995,112.0,72.0,0,central/central/edge
S0,149,18,0.8,5,MQTT,1.6,1.6,93.15810585867668,2.0,1.7061924149940784,115.21785398092177,112.0,2.4,1,central/central/edge
S0,150,18,0.8,1,BE-DL,16.0,16.0,117.39482857667501,20.0,2.1500884354702383,116.31928809713585,112.0,2.0,0,central/central/edge
S0,150,18,0.8,2,YOLO,12.0,12.0,57.66547214320304,15.0,1.056144178446942,128.11972364557147,112.0,14.4,1,central/central/edge
S0,150,18,0.8,3,VIDEO,25.6,25.6,90.17310143163479,32.0,1.6515220042423955,121.4074842657242,112.0,6.4,1,central/central/edge
S0,150,18,0.8,4,CPU-OFF,6.4,6.4,83.76156237931583,8.0,1.5340945490717186,187.32347504680183,112.0,72.0,0,central/central/edge
S0,150,18,0.8,5,MQTT,1.6,1.6,71.23876361581235,2.0,1.3047392603628634,116.36390792611704,112.0,2.4,1,central/central/edge
S0,151,18,0.8,1,BE-DL,16.0,16.0,139.46180556122434,20.0,2.554245523099347,114.10293933732335,112.0,2.0,0,central/central/edge
S0,151,18,0.8,2,YOLO,12.0,12.0,113.78242072982263,15.0,2.083927119593821,128.44779886570836,112.0,14.4,1,central/central/edge
S0,151,18,0.8,3,VIDEO,25.6,25.6,115.43054445275023,32.0,2.114112535764656,120.80966907020792,112.0,6.4,1,central/central/edge
S0,151,18,0.8,4,CPU-OFF,6.4,6.4,83.78179114626201,8.0,1.534465039308828,185.90561663314634,112.0,72.0,0,central/central/edge
S0,151,18,0.8,5,MQTT,1.6,1.6,86.28566170045339,2.0,1.5803234743672783,115.46265926008464,112.0,2.4,1,central/central/edge
S0,152,19,0.8,1,BE-DL,16.0,16.0,107.54732546358531,20.0,1.9697312355968004,114.48174698485907,112.0,2.0,0,central/central/edge
S0,152,19,0.8,2,YOLO,12.0,12.0,74.92856182075893,15.0,1.3723179820651819,129.0051043441231,112.0,14.4,1,central/central/edge
S0,152,19,0.8,3,VIDEO,25.6,25.6,80.43213233586363,32.0,1.4731159768473192,120.84683841100605,112.0,6.4,1,central/central/edge
S0,152,19,0.8,4,CPU-OFF,6.4,6.4,90.26377948570332,8.0,1.6531827744634309,185.6167256120636,112.0,72.0,0,central/central/edge
S0,152,19,0.8,5,MQTT,1.6,1.6,37.28567919557494,2.0,0.6828878973548524,115.79128087700862,112.0,2.4,1,central/central/edge
S0,153,19,0.8,1,BE-DL,16.0,16.0,140.42278862593562,20.0,2.5718459455299563,115.58365679934252,112.0,2.0,0,central/central/edge
S0,153,19,0.8,2,YOLO,12.0,12.0,117.80988751998555,15.0,2.157690247618783,128.77213344970636,112.0,14.4,1,central/central/edge
S0,153,19,0.8,3,VIDEO,25.6,25.6,55.15396232364725,32.0,1.0101458301034294,120.84631510672973,112.0,6.4,1,central/central/edge
S0,153,19,0.8,4,CPU-OFF,6.4,6.4,59.35836759773717,8.0,1.087149589702146,187.43418400787425,112.0,72.0,0,central/central/edge
S0,153,19,0.8,5,MQTT,1.6,1.6,60.908793775505984,2.0,1.1155456735440656,116.7923955106459,112.0,2.4,1,central/central/edge
S0,154,19,0.8,1,BE-DL,16.0,16.0,112.42260766579687,20.0,2.059022118421188,114.08709567202034,112.0,2.0,0,central/central/edge
S0,154,19,0.8,2,YOLO,12.0,12.0,44.362366354986456,15.0,0.8124975522891292,127.9871853786076,112.0,14.4,1,central/central/edge
S0,154,19,0.8,3,VIDEO,25.6,25.6,81.83375615495466,32.0,1.4987867427647372,119.471145220538,112.0,6.4,1,central/central/edge
S0,154,19,0.8,4,CPU-OFF,6.4,6.4,36.53912481851805,8.0,0.6692147402658983,184.6262749451871,112.0,72.0,0,central/central/edge
S0,154,19,0.8,5,MQTT,1.6,1.6,67.82142766154446,2.0,1.2421506897718766,114.55965126617737,112.0,2.4,1,central/central/edge
S0,155,19,0.8,1,BE-DL,16.0,16.0,89.82136695301074,20.0,1.6450799808243723,117.28456453149785,112.0,2.0,0,central/central/edge
S0,155,19,0.8,2,YOLO,12.0,12.0,38.407540878252,15.0,0.70343481462,127.54579274783416,112.0,14.4,1,central/central/edge
S0,155,19,0.8,3,VIDEO,25.6,25.6,27.054337694941044,32.0,0.4955006903835356,121.68075596319724,112.0,6.4,1,central/central/edge
S0,155,19,0.8,4,CPU-OFF,6.4,6.4,43.4902316692363,8.0,0.7965243895464523,184.3437104928469,112.0,72.0,0,central/central/edge
S0,155,19,0.8,5,MQTT,1.6,1.6,38.406071836826094,2.0,0.703407909099379,116.51405434720326,112.0,2.4,1,central/central/edge
S0,156,19,0.8,1,BE-DL,16.0,16.0,83.94200986115379,20.0,1.5373994480064797,115.36461415876254,112.0,2.0,0,central/central/edge
S0,156,19,0.8,2,YOLO,12.0,12.0,57.83357343045624,15.0,1.0592229566017626,128.72864882599904,112.0,14.4,1,central/central/edge
S0,156,19,0.8,3,VIDEO,25.6,25.6,53.912974747920906,32.0,0.9874171199252912,119.13956221110068,112.0,6.4,1,central/central/edge
S0,156,19,0.8,4,CPU-OFF,6.4,6.4,62.35109031751556,8.0,1.1419613611266586,186.75024898688574,112.0,72.0,0,central/central/edge
S0,156,19,0.8,5,MQTT,1.6,1.6,58.950249219238586,2.0,1.0796748941252488,116.27061590003687,112.0,2.4,1,central/central/edge
S0,157,19,0.8,1,BE-DL,16.0,16.0,85.95282589039486,20.0,1.5742275804101622,114.471874941588,112.0,2.0,0,central/central/edge
S0,157,19,0.8,2,YOLO,12.0,12.0,77.75603587120852,15.0,1.4241032210844051,129.00821492878987,112.0,14.4,1,central/central/edge
S0,157,19,0.8,3,VIDEO,25.6,25.6,29.671439714056397,32.0,0.5434329617959047,119.81332632232353,112.0,6.4,1,central/central/edge
S0,157,19,0.8,4,CPU-OFF,6.4,6.4,66.59252440129147,8.0,1.2196433040529573,185.83172100677714,112.0,72.0,0,central/central/edge
S0,157,19,0.8,5,MQTT,1.6,1.6,62.31505295924385,2.0,1.1413013362498874,116.53321525487317,112.0,2.4,1,central/central/edge
S0,158,19,0.8,1,BE-DL,16.0,16.0,43.75805827085088,20.0,0.8014296386602725,116.26973950556942,112.0,2.0,0,central/central/edge
S0,158,19,0.8,2,YOLO,12.0,12.0,43.150100949617986,15.0,0.7902948891871426,126.93216824037195,112.0,14.4,1,central/central/edge
S0,158,19,0.8,3,VIDEO,25.6,25.6,72.82352364989663,32.0,1.3337641694120261,119.69845553788734,112.0,6.4,1,central/central/edge
S0,158,19,0.8,4,CPU-OFF,6.4,6.4,107.66622809287719,8.0,1.9719089394299851,185.32704232010397,112.0,72.0,0,central/central/edge
S0,158,19,0.8,5,MQTT,1.6,1.6,88.85583853999212,2.0,1.6273963102562659,116.86309956613324,112.0,2.4,1,central/central/edge
S0,159,19,0.8,1,BE-DL,16.0,16.0,65.37038787056214,20.0,1.1972598511091967,116.77939535318089,112.0,2.0,0,central/central/edge
S0,159,19,0.8,2,YOLO,12.0,12.0,34.157647895630056,15.0,0.6255979468064112,127.73825799486141,112.0,14.4,1,central/central/edge
S0,159,19,0.8,3,VIDEO,25.6,25.6,37.59610559928181,32.0,0.688573362624209,119.44794087273793,112.0,6.4,1,central/central/edge
S0,159,19,0.8,4,CPU-OFF,6.4,6.4,94.10184295312544,8.0,1.7234769771634695,184.36767714648363,112.0,72.0,0,central/central/edge
S0,159,19,0.8,5,MQTT,1.6,1.6,62.2812341569226,2.0,1.1406819442659817,114.69611072383694,112.0,2.4,1,central/central/edge
S0,160,20,0.8,1,BE-DL,16.0,16.0,75.65752165121393,20.0,1.3856688947108777,116.3254682448063,112.0,2.0,0,central/central/edge
S0,160,20,0.8,2,YOLO,12.0,12.0,15.424581288044642,15.0,0.2825014887920264,127.17714248919333,112.0,14.4,1,central/central/edge
S0,160,20,0.8,3,VIDEO,25.6,16.656761619413658,16.656761619413658,32.0,0.3050688941284553,120.79137587767805,112.0,6.4,1,central/central/edge
S0,160,20,0.8,4,CPU-OFF,6.4,6.4,85.16133222326607,8.0,1.5597313594004776,184.0447645666566,112.0,72.0,0,central/central/edge
S0,160,20,0.8,5,MQTT,1.6,1.6,114.26978033320619,2.0,2.092853119655791,117.0059571909948,112.0,2.4,1,central/central/edge
S0,161,20,0.8,1,BE-DL,16.0,16.0,81.53177332503012,20.0,1.4932559217038484,117.34380323075948,112.0,2.0,0,central/central/edge
S0,161,20,0.8,2,YOLO,12.0,12.0,24.60594857257082,15.0,0.45065839876503333,129.8617995287576,112.0,14.4,1,central/central/edge
S0,161,20,0.8,3,VIDEO,25.6,18.908134597636867,18.908134597636867,32.0,0.3463028314585507,120.34258769384344,112.0,6.4,1,central/central/edge
S0,161,20,0.8,4,CPU-OFF,6.4,6.4,132.6246548358065,8.0,2.4290229823407783,184.24437587166042,112.0,72.0,0,central/central/edge
S0,161,20,0.8,5,MQTT,1.6,1.6,120.7837384873747,2.0,2.2121563825526502,114.61619575573252,112.0,2.4,1,central/central/edge
S0,162,20,0.8,1,BE-DL,16.0,16.0,75.23627925493976,20.0,1.3779538325080543,117.09960419318874,112.0,2.0,0,central/central/edge
S0,162,20,0.8,2,YOLO,12.0,12.0,17.417484303383656,15.0,0.31900154401801567,127.47603237561165,112.0,14.4,1,central/central/edge
S0,162,20,0.8,3,VIDEO,25.6,17.041500785797897,17.041500785797897,32.0,0.31211539900728746,119.55287190736067,112.0,6.4,1,central/central/edge
S0,162,20,0.8,4,CPU-OFF,6.4,6.4,57.87055572338659,8.0,1.0599002879741133,186.90858574666413,112.0,72.0,0,central/central/edge
S0,162,20,0.8,5,MQTT,1.6,1.6,121.84060439608487,2.0,2.2315129010271955,117.06328439721855,112.0,2.4,1,central/central/edge
S0,163,20,0.8,1,BE-DL,16.0,16.0,56.65953962700911,20.0,1.0377205059891779,115.96038501045336,112.0,2.0,0,central/central/edge
S0,163,20,0.8,2,YOLO,12.0,12.0,28.357241791489457,15.0,0.5193634027745322,128.93009880110532,112.0,14.4,1,central/central/edge
S0,163,20,0.8,3,VIDEO,25.6,21.905875887574506,21.905875887574506,32.0,0.4012065180874452,118.86881131432699,112.0,6.4,1,central/central/edge
S0,163,20,0.8,4,CPU-OFF,6.4,6.4,70.70909110982858,8.0,1.295038298714809,186.63716983662178,112.0,72.0,0,central/central/edge
S0,163,20,0.8,5,MQTT,1.6,1.6,86.93157825510616,2.0,1.5921534478957171,114.73977238530271,112.0,2.4,1,central/central/edge
S0,164,20,0.8,1,BE-DL,16.0,16.0,53.23697965707699,20.0,0.9750362574556226,116.71097542086754,112.0,2.0,0,central/central/edge
S0,164,20,0.8,2,YOLO,12.0,12.0,28.845814543474066,15.0,0.5283116216753492,127.76986866355878,112.0,14.4,1,central/central/edge
S0,164,20,0.8,3,VIDEO,25.6,25.6,36.02484254624578,32.0,0.6597956510301425,119.21554155341812,112.0,6.4,1,central/central/edge
S0,164,20,0.8,4,CPU-OFF,6.4,6.4,138.48571942756658,8.0,2.5363684876843697,185.7979106086946,112.0,72.0,0,central/central/edge
S0,164,20,0.8,5,MQTT,1.6,1.6,71.4351394701065,2.0,1.3083358877308884,115.06693556112468,112.0,2.4,1,central/central/edge
S0,165,20,0.8,1,BE-DL,16.0,16.0,59.194850002645346,20.0,1.0841547619532115,116.69775986560761,112.0,2.0,0,central/central/edge
S0,165,20,0.8,2,YOLO,12.0,12.0,37.92864828135958,15.0,0.6946638879369886,129.24890452074527,112.0,14.4,1,central/central/edge
S0,165,20,0.8,3,VIDEO,25.6,25.24846840085777,25.24846840085777,32.0,0.4624261611878712,121.50934371773192,112.0,6.4,1,central/central/edge
S0,165,20,0.8,4,CPU-OFF,6.4,6.4,54.17188001705764,8.0,0.9921589746713853,185.70144021558542,112.0,72.0,0,central/central/edge
S0,165,20,0.8,5,MQTT,1.6,1.6,71.23876361581253,2.0,1.3047392603628667,117.60068127329568,112.0,2.4,1,central/central/edge
S0,166,20,0.8,1,BE-DL,16.0,16.0,139.46180556122457,20.0,2.554245523099351,115.27631753794333,112.0,2.0,0,central/central/edge
S0,166,20,0.8,2,YOLO,12.0,12.0,141.95711538673092,15.0,2.5999471682551447,129.01032907439372,112.0,14.4,1,central/central/edge
S0,166,20,0.8,3,VIDEO,25.6,25.6,121.78900664718118,32.0,2.2305678873110106,120.3614547108799,112.0,6.4,1,central/central/edge
S0,166,20,0.8,4,CPU-OFF,6.4,6.4,73.40880748053416,8.0,1.3444836534896367,184.65539912720772,112.0,72.0,0,central/central/edge
S0,166,20,0.8,5,MQTT,1.6,1.6,29.18024195688042,2.0,0.5344366658769307,117.41404554079271,112.0,2.4,1,central/central/edge
S0,167,20,0.8,1,BE-DL,16.0,16.0,57.86810405654845,20.0,1.0598553856510704,116.87037979286755,112.0,2.0,0,central/central/edge
S0,167,20,0.8,2,YOLO,12.0,12.0,95.08176120703169,15.0,1.7414241979309832,128.20122092845264,112.0,14.4,1,central/central/edge
S0,167,20,0.8,3,VIDEO,25.6,25.6,91.79754233984417,32.0,1.681273669227915,119.651399310018,112.0,6.4,1,central/central/edge
S0,167,20,0.8,4,CPU-OFF,6.4,6.4,54.43388228527134,8.0,0.9969575510122956,185.83282876949352,112.0,72.0,0,central/central/edge
S0,167,20,0.8,5,MQTT,1.6,1.6,29.941530263113105,2.0,0.5483796751485916,116.290755469389,112.0,2.4,1,central/central/edge
S0,168,21,0.8,1,BE-DL,16.0,16.0,105.58507389049365,20.0,1.9337925620969532,115.45966654154846,112.0,2.0,0,central/central/edge
S0,168,21,0.8,2,YOLO,12.0,12.0,130.11132155821718,15.0,2.382991237329985,126.79159594895879,112.0,14.4,1,central/central/edge
S0,168,21,0.8,3,VIDEO,25.6,25.6,69.98847632793876,32.0,1.281840225786424,119.64229522918565,112.0,6.4,1,central/central/edge
S0,168,21,0.8,4,CPU-OFF,6.4,6.4,67.19246687459602,8.0,1.2306312614394876,186.82580118854875,112.0,72.0,0,central/central/edge
S0,168,21,0.8,5,MQTT,1.6,1.6,46.705846348033724,2.0,0.8554184312826689,115.8149401923385,112.0,2.4,1,central/central/edge
S0,169,21,0.8,1,BE-DL,16.0,16.0,73.09990184547318,20.0,1.3388260411258823,116.18052612378708,112.0,2.0,0,central/central/edge
S0,169,21,0.8,2,YOLO,12.0,12.0,49.80303392682431,15.0,0.9121434785132658,126.65733168284407,112.0,14.4,1,central/central/edge
S0,169,21,0.8,3,VIDEO,25.6,25.6,81.83375615495446,32.0,1.4987867427647337,118.86763242049962,112.0,6.4,1,central/central/edge
S0,169,21,0.8,4,CPU-OFF,6.4,6.4,43.73622516155944,8.0,0.801029764863726,185.43081449461334,112.0,72.0,0,central/central/edge
S0,169,21,0.8,5,MQTT,1.6,1.6,41.669944961542214,2.0,0.7631858051564507,117.60868546509646,112.0,2.4,1,central/central/edge
S0,170,21,0.8,1,BE-DL,16.0,16.0,89.82136695301058,20.0,1.6450799808243695,114.15698664298743,112.0,2.0,0,central/central/edge
S0,170,21,0.8,2,YOLO,12.0,12.0,80.80076996085073,15.0,1.4798675817005629,128.6449039281947,112.0,14.4,1,central/central/edge
S0,170,21,0.8,3,VIDEO,25.6,25.6,34.61791597524709,32.0,0.6340277651144155,121.71531383713626,112.0,6.4,1,central/central/edge
S0,170,21,0.8,4,CPU-OFF,6.4,6.4,36.33361126796958,8.0,0.6654507558236187,186.24789759018358,112.0,72.0,0,central/central/edge
S0,170,21,0.8,5,MQTT,1.6,1.6,42.60169312992484,2.0,0.7802507899253633,117.04409120413385,112.0,2.4,1,central/central/edge
S0,171,21,0.8,1,BE-DL,16.0,16.0,57.95995918984442,20.0,1.0615377140997146,115.71382106261754,112.0,2.0,0,central/central/edge
S0,171,21,0.8,2,YOLO,12.0,12.0,82.34997955858462,15.0,1.5082413838568611,128.88590860057718,112.0,14.4,1,central/central/edge
S0,171,21,0.8,3,VIDEO,25.6,25.6,43.23984776736806,32.0,0.7919386037979498,119.30537751358567,112.0,6.4,1,central/central/edge
S0,171,21,0.8,4,CPU-OFF,6.4,6.4,62.351090317515435,8.0,1.1419613611266564,186.4665240846738,112.0,72.0,0,central/central/edge
S0,171,21,0.8,5,MQTT,1.6,1.6,88.05227098569792,2.0,1.6126789557820131,115.21804744603746,112.0,2.4,1,central/central/edge
S0,172,21,0.8,1,BE-DL,16.0,16.0,32.10286268195478,20.0,0.5879645179845199,114.75413785657148,112.0,2.0,0,central/central/edge
S0,172,21,0.8,2,YOLO,12.0,12.0,44.674376973276225,15.0,0.8182120324775866,128.51446428494825,112.0,14.4,1,central/central/edge
S0,172,21,0.8,3,VIDEO,25.6,25.6,51.505140635720494,32.0,0.9433175940608148,120.65968040958766,112.0,6.4,1,central/central/edge
S0,172,21,0.8,4,CPU-OFF,6.4,6.4,49.0148022243007,8.0,0.8977070004450678,184.79708691344743,112.0,72.0,0,central/central/edge
S0,172,21,0.8,5,MQTT,1.6,1.6,95.8362538614576,2.0,1.7552427447153407,117.10101629406485,112.0,2.4,1,central/central/edge
S0,173,21,0.8,1,BE-DL,16.0,16.0,51.604330788382875,20.0,0.9451342635234958,117.02962807020911,112.0,2.0,0,central/central/edge
S0,173,21,0.8,2,YOLO,12.0,12.0,71.55269904303742,15.0,1.310488993462224,129.71330267491902,112.0,14.4,1,central/central/edge
S0,173,21,0.8,3,VIDEO,25.6,25.6,64.80059307829772,32.0,1.1868240490530717,121.62666835559153,112.0,6.4,1,central/central/edge
S0,173,21,0.8,4,CPU-OFF,6.4,6.4,97.48687561864128,8.0,1.7854739124293275,187.1714071380517,112.0,72.0,0,central/central/edge
S0,173,21,0.8,5,MQTT,1.6,1.6,132.8008456440097,2.0,2.432249920219958,117.84304586128361,112.0,2.4,1,central/central/edge
S0,174,21,0.8,1,BE-DL,16.0,16.0,72.57221026308174,20.0,1.3291613601297023,117.2557930533899,112.0,2.0,0,central/central/edge
S0,174,21,0.8,2,YOLO,12.0,12.0,78.9357409352794,15.0,1.4457095409391831,127.49458646452986,112.0,14.4,1,central/central/edge
S0,174,21,0.8,3,VIDEO,25.6,25.6,65.26116443648903,32.0,1.1952594219137183,121.42917270074953,112.0,6.4,1,central/central/edge
S0,174,21,0.8,4,CPU-OFF,6.4,6.4,70.80043422187518,8.0,1.2967112494848934,187.48444575284233,112.0,72.0,0,central/central/edge
S0,174,21,0.8,5,MQTT,1.6,1.6,62.28123415692253,2.0,1.1406819442659804,116.57417974377022,112.0,2.4,1,central/central/edge
S0,175,21,0.8,1,BE-DL,16.0,16.0,29.162535618286075,20.0,0.5341123739612834,116.95730675189883,112.0,2.0,0,central/central/edge
S0,175,21,0.8,2,YOLO,12.0,12.0,80.2155543175252,15.0,1.4691493464748204,126.99588571299853,112.0,14.4,1,central/central/edge
S0,175,21,0.8,3,VIDEO,25.6,25.6,59.48843435504862,32.0,1.0895317647444802,121.46972429719109,112.0,6.4,1,central/central/edge
S0,175,21,0.8,4,CPU-OFF,6.4,6.4,52.79006558869117,8.0,0.9668510181078969,186.51561326984262,112.0,72.0,0,central/central/edge
S0,175,21,0.8,5,MQTT,1.6,1.6,114.26978033320614,2.0,2.09285311965579,117.63118246412398,112.0,2.4,1,central/central/edge
S0,176,22,0.8,1,BE-DL,16.0,16.0,42.98948048047035,20.0,0.7873531223529368,116.54156640209129,112.0,2.0,0,central/central/edge
S0,176,22,0.8,2,YOLO,12.0,12.0,58.833835872672196,15.0,1.0775427815507728,129.6582514445281,112.0,14.4,1,central/central/edge
S0,176,22,0.8,3,VIDEO,25.6,25.6,97.80069619467328,32.0,1.791221542026983,120.33287371231451,112.0,6.4,1,central/central/edge
S0,176,22,0.8,4,CPU-OFF,6.4,6.4,139.5488336023344,8.0,2.555839443266198,184.52710061138728,112.0,72.0,0,central/central/edge
S0,176,22,0.8,5,MQTT,1.6,1.6,134.86614745899695,2.0,2.4700759607874896,117.7651370524113,112.0,2.4,1,central/central/edge
S0,177,22,0.8,1,BE-DL,16.0,16.0,40.14850776384686,20.0,0.7353206550155102,117.21874163056462,112.0,2.0,0,central/central/edge
S0,177,22,0.8,2,YOLO,12.0,12.0,90.09043605198461,15.0,1.6500079863000845,129.2928021379792,112.0,14.4,1,central/central/edge
S0,177,22,0.8,3,VIDEO,25.6,25.6,100.75557187281481,32.0,1.8453401441907473,121.68422641862969,112.0,6.4,1,central/central/edge
S0,177,22,0.8,4,CPU-OFF,6.4,6.4,57.87055572338659,8.0,1.0599002879741133,186.2648457097562,112.0,72.0,0,central/central/edge
S0,177,22,0.8,5,MQTT,1.6,1.6,74.85969337895037,2.0,1.3710566552921313,115.16579621749402,112.0,2.4,1,central/central/edge
S0,178,22,0.8,1,BE-DL,16.0,16.0,71.89900200944622,20.0,1.3168315386345462,114.05022928284377,112.0,2.0,0,central/central/edge
S0,178,22,0.8,2,YOLO,12.0,12.0,95.00640532182709,15.0,1.7400440535133166,127.30049694671986,112.0,14.4,1,central/central/edge
S0,178,22,0.8,3,VIDEO,25.6,25.6,127.33464801644303,32.0,2.3321364105575646,119.34269082622357,112.0,6.4,1,central/central/edge
S0,178,22,0.8,4,CPU-OFF,6.4,6.4,98.56418760763975,8.0,1.8052049012388234,184.30815884632398,112.0,72.0,0,central/central/edge
S0,178,22,0.8,5,MQTT,1.6,1.6,93.07348324052111,2.0,1.7046425501926943,115.72549823229393,112.0,2.4,1,central/central/edge
S0,179,22,0.8,1,BE-DL,16.0,16.0,82.31600215884191,20.0,1.5076190871582766,115.8187688445356,112.0,2.0,0,central/central/edge
S0,179,22,0.8,2,YOLO,12.0,12.0,109.81909090155114,15.0,2.01133866120057,127.98820402982895,112.0,14.4,1,central/central/edge
S0,179,22,0.8,3,VIDEO,25.6,25.6,93.22409315084786,32.0,1.707400973458752,118.91172310496175,112.0,6.4,1,central/central/edge
S0,179,22,0.8,4,CPU-OFF,6.4,6.4,66.47314532523188,8.0,1.217456874088496,184.82615360083736,112.0,72.0,0,central/central/edge
S0,179,22,0.8,5,MQTT,1.6,1.6,93.15810585867669,2.0,1.7061924149940786,115.52101391424442,112.0,2.4,1,central/central/edge
S0,180,22,0.8,1,BE-DL,16.0,16.0,59.19485000264543,20.0,1.084154761953213,114.8071823859525,112.0,2.0,0,central/central/edge
S0,180,22,0.8,2,YOLO,12.0,12.0,64.73765268906756,15.0,1.185671294671567,127.29309353150022,112.0,14.4,1,central/central/edge
S0,180,22,0.8,3,VIDEO,25.6,25.6,49.04151130492419,32.0,0.8981961777458642,121.14287780820429,112.0,6.4,1,central/central/edge
S0,180,22,0.8,4,CPU-OFF,6.4,6.4,60.0898164895092,8.0,1.1005460895514505,185.26948724682012,112.0,72.0,0,central/central/edge
S0,180,22,0.8,5,MQTT,1.6,1.6,47.73358780348848,2.0,0.8742415348624264,115.73841748875819,112.0,2.4,1,central/central/edge
S0,181,22,0.8,1,BE-DL,16.0,16.0,91.02278149224955,20.0,1.6670839101144606,116.50735098631232,112.0,2.0,0,central/central/edge
S0,181,22,0.8,2,YOLO,12.0,12.0,92.65139973714122,15.0,1.6969120830978246,128.43447386008964,112.0,14.4,1,central/central/edge
S0,181,22,0.8,3,VIDEO,25.6,25.6,115.43054445275023,32.0,2.114112535764656,118.62147914723123,112.0,6.4,1,central/central/edge
S0,181,22,0.8,4,CPU-OFF,6.4,6.4,63.035823814806676,8.0,1.154502267670452,187.0100728683368,112.0,72.0,0,central/central/edge
S0,181,22,0.8,5,MQTT,1.6,1.6,74.04878604111606,2.0,1.3562048725479132,116.5942765031188,112.0,2.4,1,central/central/edge
S0,182,22,0.8,1,BE-DL,16.0,16.0,57.86810405654845,20.0,1.0598553856510704,117.15744652368107,112.0,2.0,0,central/central/edge
