time_s,cpu_usage_ms_per_s
0,100.99228995370439
1,99.79821253631305
2,98.02977078775561
3,101.23914032661662
4,99.94204064348712
5,101.2833844635727
6,100.54503748510602
7,100.37390158138885
8,100.88768635537672
9,100.76562763516183
10,101.73478013516191
11,102.34071322377406
12,101.34681018704251
13,102.24379288197302
14,101.24090014386307
15,102.57653340042057
16,101.42803929717002
17,102.21733949092837
18,99.37602702045392
19,98.82034885420822
20,100.18141205781382
21,99.10045123269853
22,100.76464269264105
23,98.01288661800011
24,95.58040616216093
25,95.13126851760939
26,95.33810258676678
27,88.18305708955602
28,88.71860199346995
29,92.17146154117961
30,94.56036663263927
31,95.19167464592113
32,93.93882561238352
33,94.4436181236268
34,93.36762417895696
35,93.11947731466103
36,97.03981448673825
37,96.57100390907279
38,95.53090908671413
39,97.715903180035
40,99.5659935979283
41,99.23358090978167
42,103.249932444069
43,103.73955289608269
44,103.69703124251356
45,103.80098063196954
46,105.1992279526684
47,102.6885842442685
48,99.96870540328081
49,99.66892189503632
50,100.05681636572324
51,99.86914235343299
52,99.20007138897391
53,98.62709447898465
54,99.28666261997199
55,97.87518095382254
56,98.78459591752292
57,99.6004897207571
58,100.46265483477983
59,99.10702554630714
60,101.31623799627017
61,100.3862101805862
62,102.21334693556682
63,100.48422258653471
64,104.06801261498285
65,104.10118631332777
66,103.4861542507208
67,103.56043015823855
68,103.91707508529744
69,104.9455532296389
70,102.48751114635279
71,100.17410560513869
72,100.10859338461763
73,102.01917038002057
74,102.69517322790418
75,101.19354910320004
76,99.09966051092351
77,97.24805530445323
78,99.51640814614083
79,99.06853691457039
80,100.10421626925618
81,97.46089569490854
82,99.21853376272517
83,100.0186795620534
84,100.4936921504174
85,104.25876518332856
86,102.04997828904219
87,101.76683899262255
88,103.34237089370447
89,104.35966520477443
