time_s,cpu_usage_ms_per_s
0,87.40694049710932
1,88.20397232637585
2,87.92713894648523
3,87.89358004709729
4,88.63747004481037
5,88.414972190712
6,88.80030572425757
7,91.16817550572132
8,91.11945561197692
9,91.10040322700674
10,95.28388360219482
11,95.92688542916389
12,94.04328686445504
13,94.61860633939332
14,94.6956253099889
15,91.69385001237512
16,90.23438749034875
17,90.80897035665639
18,87.4911166592578
19,87.99700531981615
20,86.24762879872489
21,87.27050313415693
22,86.61270302100844
23,83.931429927802
24,82.85402041598515
25,86.8037619910662
26,85.7496244358566
27,85.5237526520387
28,87.05187933563589
29,87.57097392061726
30,88.20139879276782
31,89.6646586841727
32,91.92836134995899
33,91.31141245291975
34,90.76602115739165
35,93.38210589608501
36,92.86156936939051
37,90.08909165051358
38,88.15020645922962
39,88.2439615268151
40,88.45974332033421
41,85.86582516175346
42,86.57719762005972
43,87.99764541822324
44,86.14612966263796
45,88.06878331242439
46,90.14874107341873
47,88.50073013222394
48,90.09904600573083
49,89.10225259037638
50,90.1086578596221
51,89.27662259099289
52,89.27363011310206
53,89.61582325707477
54,88.70834877602013
55,87.80658086487713
56,88.59218615616484
57,87.54845971607305
58,87.07133627222758
59,87.6837693776746
60,85.41855422569029
61,83.04213433751512
62,85.78215474650223
63,85.29515606930511
64,91.56473934116168
65,89.65091281879923
66,89.15572036749317
67,90.10169255791781
68,89.70785252031597
69,90.37144019164971
70,90.26694577869822
71,85.41929529219745
72,85.32213313796437
73,89.12586208268897
74,87.82168361637582
75,89.10694875324376
76,87.57341131921508
77,87.35417740060574
78,90.12350616438061
79,91.68507408151642
80,92.41434000787794
81,92.67867217564164
82,93.65517977794012
83,91.67251772971257
84,89.7892061961204
85,90.58001153969563
86,88.50654937649018
87,89.25678143481124
88,88.13068687434739
89,87.0179642490307
