time_s,cpu_usage_ms_per_s
0,57.10982658959538
1,57.65703275529865
2,58.874759152215795
3,59.32947976878613
4,60.4217901558942
5,60.259239796812054
6,60.132422490804
7,59.69299935773924
8,59.80942371693817
9,59.73935890698896
10,59.08915747066036
11,58.028259473346175
12,58.18812401471361
13,58.70660360833771
14,59.22368190576283
15,59.460500963391134
16,59.01558942021369
17,58.57698370993168
18,58.40042038885969
19,57.807321772639696
20,55.655981783149414
21,56.359432475039405
22,56.99036608863198
23,56.651252408477845
24,57.25696269048871
25,57.78945524610265
26,57.747591522158
27,58.318444561219124
28,59.66228761604484
29,59.27202662462778
30,59.691714836223504
31,60.615169031354
32,60.41548432299878
33,60.40147136100894
34,60.51958895311497
35,60.33981432825363
36,59.24119810825013
37,58.387808723068844
38,57.65960179833012
39,58.139779295848655
40,58.584690839026095
41,58.70800490453669
42,58.16184971098266
43,57.73410404624278
44,58.8747591522158
45,58.61271676300578
46,58.38664097623635
47,57.7320021019443
48,58.72832369942196
49,58.989081567116244
50,60.434401821685064
51,60.74829217025749
52,59.852163251007184
53,59.30250481695568
54,59.348397267472414
55,58.549658434051494
56,58.930811000175154
57,59.50096339113681
58,58.49500788229112
59,58.47959362410229
60,59.243300052548605
61,59.463070006422605
62,59.57891049220529
63,59.222280609563846
64,56.72797337537221
65,58.233782915863834
66,59.02469784550709
67,59.39464004203889
68,58.96514275705027
69,59.18304431599229
70,58.367489928183566
71,58.01996847083552
72,58.69942196531792
73,57.43492730775968
74,58.63303555789105
75,58.48660010509721
76,59.254977520873474
77,59.61674548957786
78,59.75827640567525
79,59.960063058328956
80,59.65960179833012
81,58.9700472937467
82,59.670695393238766
83,60.76580837274479
84,60.07707129094412
85,59.80732177263969
86,59.3757225433526
87,58.45086705202313
88,58.357739242132304
89,58.28411280434402
