x,y
280,84.5514950166113
281,84.2919561059096
282,83.6952750092285
283,82.25158562367865
284,80.13842746400886
285,78.2029598308668
286,76.48615725359912
287,74.80730897009967
288,74.6016980435585
289,75.60465116279069
290,77.08471760797342
291,78.50921171851404
292,80.97785160575859
293,83.10590959428168
294,84.94315245478036
295,86.61884627000906
296,87.89549984898822
297,89.07936507936509
298,89.62911507097553
299,89.46843853820597
300,89.41004731702405
301,88.7799003322259
302,86.91915836101883
303,84.33988556662976
304,82.17879794623981
305,80.71013289036544
306,78.95157555622671
307,77.02851605758583
308,75.90355381053055
309,75.98043558508675
310,76.00422832980972
311,76.49290244639081
312,78.06496862310816
313,78.87858652974933
314,78.6638981173865
315,78.35497835497836
316,78.5204872646733
317,78.79955703211516
318,77.48394241417498
319,75.32407127755965
320,72.75378368401624
321,72.58421423537702
322,73.20874861572536
323,74.70321151716502
324,77.55186415651528
325,78.1682271217155
326,78.02750092284977
327,77.95882412161481
328,78.73089700996677
329,79.76744186046511
330,79.53672942045036
331,78.2842041679251
332,76.96825396825398
333,74.6766334440753
334,73.48781838316722
335,73.32125239101983
336,73.12292358803987
337,73.39987919057687
338,74.89830195644149
339,77.34994462901437
340,79.4895801872546
341,81.0704134366925
342,82.55592469545958
343,84.05287929125139
344,85.47770059397966
345,86.90245478036175
346,87.75173663545756
347,86.68807678110004
348,84.27081445686096
349,81.95127353266888
350,81.17990536595187
351,81.82290513104465
352,82.24886741165811
353,81.03008490217793
354,79.4795127353267
355,78.47780126849895
356,78.20191952750092
357,78.943018222088
358,80.84828349944628
359,82.04037048223093
360,82.1594684385382
361,81.4291754756871
362,81.6016980435585
363,81.62790697674419
364,81.37763012181617
365,81.7640273163529
366,82.67423403469915
367,82.37292358803988
368,81.2324574650156
369,81.33776301218163
