x,y
130,99.9971002933236
131,98.85866560769875
132,96.0866627727862
133,92.94461282292542
134,90.15622963282397
135,91.17478990093042
136,92.46362602965294
137,99.78787848386636
138,98.9614151084281
139,95.0159831927148
140,94.54095289223856
141,94.16569384609367
142,95.03906460229952
143,94.37342653235274
144,94.40171987313336
145,93.92743413425616
146,93.79043479994957
147,94.80006032886212
148,91.74512408614213
149,89.33423362698366
150,93.30572519868
151,97.68151371890048
152,102.99544985448222
153,100.00082310132107
154,93.73235899518906
155,93.64301160324976
156,93.8217063871284
157,93.59461509928288
158,93.65864739683924
159,94.39725250353638
160,93.9676404606289
161,94.23270439004844
162,95.03459723270242
163,90.15622963282394
164,85.81618006937899
165,93.70853302400543
166,96.03454346082154
167,102.49510445962284
168,101.02459530062418
169,93.70629933920677
170,88.47203129476978
171,89.58887369400975
172,95.88265289452522
173,104.76006084528048
174,101.06629075019484
175,94.91100000718654
176,92.97290616370609
177,93.91775483346284
178,95.78139251699405
179,93.73235899518906
180,94.02422714219044
181,94.0361401277822
182,94.38012758674807
183,86.32099283383519
184,75.88075008574407
185,93.28785572029224
186,107.87381745436052
187,107.29157028355688
188,96.20281438230724
189,93.96019484463388
190,94.99736915272784
191,94.48734445707504
192,93.5529196497113
193,93.29902414428406
194,93.91775483346284
195,94.36300266995974
196,94.66082730975688
197,95.42995944203328
198,95.23637342616504
199,94.66455011775464
200,92.37651232251233
201,94.56254517862388
202,92.0898561067076
203,93.1672367411728
204,97.37252065511154
205,93.67428319042725
206,79.38540153455608
207,50.536617800600766
208,43.053029164094966
209,37.267040974434494
210,30.207852449641123
211,30.468449009463693
212,49.795779009104166
213,62.32004967417679
214,46.42440408659931
215,45.6210221207466
216,45.66569581671621
217,40.275814397985975
218,32.83094296465463
219,35.70643986189709
220,42.75297083949974
221,57.16023778969007
222,54.00701941583692
223,48.98495142725631
224,45.30830624895948
225,46.685000646422175
226,45.7200488134792
227,47.593365797803656
228,45.93150430773517
229,45.91437939094671
230,44.39026179678436
231,44.6061846606376
232,45.30830624895948
233,45.53167472880735
234,44.682874505385406
235,31.97097431724037
236,25.567
237,41.94958887364764
238,59.224907105084746
239,56.28463334868592
240,51.44796119837858
241,46.08190575083283
242,41.98503000578207
243,34.09863354395169
244,32.345488801785606
245,34.593320270656264
246,51.64229177584885
247,57.39440241273094
248,58.7372192574167
249,46.73116346559133
250,44.9620851051951
251,44.91964509402435
252,44.9032647388353
253,45.30830624895948
254,46.00521590608496
255,45.19587744743601
256,45.43190347447528
257,45.51603893521806
258,46.43706163379095
259,46.27780818056605
260,46.00397497008581
261,34.696069771385005
262,32.56364535043665
263,40.62426922655017
264,59.36786293218638
265,63.488266823782645
266,52.15901752589512
267,49.0474946016136
268,46.8100869951369
269,41.10227777342314
270,39.75313215514197
271,28.69862608746843
272,37.29384519201642
273,56.790935236341255
274,63.946172207469566
275,52.88049771580387
276,46.06850364204193
277,46.13923699399373
278,46.90343640567343
279,45.69547828069588
280,13.592400690846286
281,13.457580991259746
282,12.79408942621378
283,13.537132987910187
284,13.592400690846286
285,12.920744578775665
286,13.295336787564768
287,13.828823642295143
288,13.59575024859999
289,13.191709844559584
290,12.52542698138553
291,12.104778353483018
292,10.851625058878948
293,11.22740356937248
294,10.98407215505661
295,10.967184801381691
296,11.641283299314388
297,12.582229898292072
298,14.1727115716753
299,15.656565656565654
300,16.470926885434658
301,16.493955094991364
302,16.750335828056034
303,16.90678808813524
304,16.64133563615429
305,16.63212435233161
306,16.122433314143155
307,15.53681896687078
308,15.526770293609673
309,16.43484935712915
310,16.873920552677028
311,16.504003768252474
312,17.15409710228363
313,18.73229706390328
314,19.66682367718637
315,21.14949146037228
316,22.50431778929189
317,23.59892535022068
318,24.08823991207411
319,24.62751871042027
320,25.82037996545769
321,25.25235079639225
322,24.11336159522688
323,23.42928420648628
324,22.364613317981192
325,21.28382268278641
326,20.652431046213422
327,20.63903281519861
328,20.76799078871618
329,20.777202072538863
330,21.18019573978123
331,20.66666666666666
332,19.741700249472277
333,19.53535353535353
334,18.999424294761084
335,17.937056227211666
336,16.983688351564
337,16.501491599937193
338,16.09556706966033
339,15.17136825945116
340,14.352331606217616
341,13.47432878002826
342,12.133947418921514
343,12.330454807138745
344,13.584864185900464
345,14.532719247745153
346,14.55958549222798
347,14.944156591824983
348,15.656565656565654
349,17.000575705238923
350,19.265016311648424
351,21.434273651890237
352,22.14884597268017
353,20.830934561504503
354,21.296104394549992
355,20.777202072538863
356,20.64210324313951
357,20.50700441374017
358,19.98503166378814
359,18.30020411367561
360,17.215505661101517
361,15.21588946459412
362,14.72769142199194
363,14.151776835714662
364,13.74438687392055
365,12.947610823258492
366,12.009595087315294
367,10.7134558015387
368,11.089234312032245
369,13.570140088274805
