time_s,throughput_Mbps
0,86.18258684701907
1,87.37004753012071
2,93.00757241064267
3,97.40852071564849
4,93.20504646962054
5,92.47513434453977
6,91.97817375953073
7,88.87962513319687
8,91.29675727174308
9,81.9819469351732
10,87.52894060344909
11,85.62689354287765
12,91.47750864683371
13,87.70902031226834
14,89.89593696680866
15,88.75812283270707
16,89.88803519682273
17,91.99747208026133
18,97.47119871810347
19,98.17082167364472
20,91.58511040344564
21,88.04661481082846
22,88.01176637200223
23,90.56990273867598
24,88.30982230783111
25,83.30697729574882
26,82.82173918566635
27,92.14415133341086
28,91.17983601916275
29,89.61210776682789
30,90.98063040558017
31,87.05814216168156
32,89.37812095023136
33,92.35566528639812
34,97.3786370133613
35,96.05178008108871
36,93.18758742678847
37,90.1184183951139
38,86.84762835266315
39,91.69729262561577
40,89.35534415466903
41,83.77726806984091
42,82.8390198174468
43,88.62962896146676
44,86.03655186410785
45,89.66320776520637
46,93.77518060101181
47,87.83570408893308
48,88.12456882905954
49,90.05026967859314
50,94.65404757701424
51,92.23853907873125
52,91.73686894515289
53,88.71688513564837
54,90.36749624960422
55,87.54739859277802
56,90.4514254643131
57,82.13137819989146
58,83.27630105932508
59,89.48899072516917
60,87.49521301068938
61,88.5952096803257
62,92.40798815956522
63,86.39326917748751
64,89.17056137833191
65,90.80014844423403
66,97.83347585387637
67,94.38796415014535
68,89.93952734308394
69,91.03476351609136
70,91.04709718214443
71,91.62822674261871
72,88.73473280158396
73,82.4095460222919
74,85.32335850942921
75,87.54971074661573
76,88.16606090152028
77,94.39086151821031
78,91.11725889532556
79,87.88019360472155
80,90.99912520216726
81,88.67814480054983
82,95.90701470534844
83,98.70831296282344
84,90.95921579965204
85,92.35458704639481
86,87.26394965034271
87,91.88446415527528
88,93.18523748555052
89,89.63910253619716
