time_s,throughput_Mbps
0,89.69015877569134
1,87.74194928533198
2,93.24815490232616
3,90.09786589666098
4,91.74710751471092
5,98.87472083472271
6,96.74481177158148
7,89.55876353998678
8,90.40953672297961
9,86.70204032324108
10,87.21227974959963
11,86.23612362009102
12,83.0766415110452
13,82.9892077097969
14,85.67314471653464
15,89.9759740204951
16,91.20168817750309
17,91.10409699895273
18,91.9653071772924
19,91.57234393773982
20,94.60043671395054
21,99.11681539588267
22,96.56831202442474
23,91.5209195285483
24,89.31522586784273
25,89.55826677453463
26,89.81774249045318
27,88.65320291786567
28,83.169429294331
29,82.84010988907305
30,89.2422807846902
31,87.56731841856482
32,91.1683493985447
33,87.76655574621188
34,88.90841254875383
35,90.00950991726954
36,89.41827962258051
37,86.96840573298569
38,82.42867474591188
39,86.89559709541774
40,86.55167848040627
41,90.09614386117369
42,89.955073741825
43,92.33786181510163
44,90.56828608835721
45,89.08071592096371
46,93.64021928896784
47,96.12823362046979
48,94.66695604884804
49,93.51145911769872
50,91.30207297666573
51,91.08665337228136
52,87.38113322766867
53,86.44430244582894
54,87.70426074434843
55,86.67874799692144
56,89.04732517028194
57,90.37948242699308
58,88.61070648222643
59,88.42825155206991
60,91.63293899507393
61,92.95278731987982
62,91.99111139140531
63,99.0497529116333
64,95.66360127453662
65,90.50231651089491
66,91.34614936354474
67,92.1600776382895
68,92.42140704635757
69,90.5188624525539
70,81.42235575221133
71,84.18386501421324
72,90.94642529268475
73,90.13157744847493
74,90.60500385771638
75,87.48899977082733
76,89.85259979457703
77,91.86494014744605
78,97.61770757135335
79,95.47166012641718
80,96.19353659703573
81,90.43175109237978
82,91.87667043707286
83,90.61645956899089
84,87.86787128546649
85,87.83613298669982
86,84.76971728268282
87,84.0032495422253
88,89.31521222474525
89,91.8277442311413
