time_s,cpu_usage_ms_per_s
0,21.37142857142857
1,21.25982683982684
2,21.257142857142856
3,21.140714285714285
4,21.02888888888889
5,20.69404761904762
6,20.45285714285714
7,20.34285714285714
8,20.351746031746032
9,20.47
10,20.685714285714287
11,20.72984126984127
12,21.16155844155844
13,21.38706349206349
14,21.472539682539683
15,21.406493506493504
16,21.714285714285715
17,21.664155844155843
18,21.349047619047617
19,21.27706349206349
20,21.35238095238095
21,21.15904761904762
22,20.775930735930736
23,20.685714285714287
24,20.632380952380952
25,20.404329004329004
26,20.322380952380954
27,20.602857142857143
28,20.613968253968252
29,20.457142857142856
30,20.457142857142856
31,20.495158730158728
32,20.571428571428573
33,20.486190476190476
34,20.50349206349206
35,20.8
36,20.62095238095238
37,20.527445887445886
38,20.89873015873016
39,21.07547619047619
40,21.094372294372295
41,20.87404761904762
42,20.73922077922078
43,20.85611111111111
44,20.753333333333334
45,20.73896103896104
46,20.914285714285715
47,20.853419913419913
48,20.925714285714285
49,20.907777777777778
50,20.86320346320346
51,21.174285714285713
52,21.43965367965368
53,21.764126984126985
54,22.077142857142857
55,22.1008658008658
56,21.913650793650795
57,21.752987012987013
58,21.714285714285715
59,21.714285714285715
60,21.48051948051948
61,21.292936507936506
62,21.091255411255414
63,20.530000000000005
64,20.504126984126984
65,20.656709956709957
66,20.770952380952384
67,20.8
68,21.069523809523808
69,21.142857142857142
70,21.05021645021645
71,21.304523809523808
72,21.46909090909091
73,21.38912698412698
74,21.183174603174603
75,21.24285714285714
76,21.257142857142856
77,21.257142857142856
78,21.05047619047619
79,21.33119047619047
80,21.37142857142857
81,21.26595238095238
82,21.144761904761904
83,21.363015873015872
84,21.263809523809524
85,21.02857142857143
86,21.02857142857143
87,21.137857142857143
88,21.026031746031745
89,20.914199134199134
