time_s,cpu_usage_ms_per_s
0,93.68363179307639
1,91.60197348804299
2,92.65497425809345
3,90.34374776625663
4,87.52734086832857
5,88.98280055427303
6,87.26756227011639
7,87.01368418146525
8,88.45672037357392
9,89.28292909114703
10,87.58986259332403
11,88.50239059300299
12,89.62075204785931
13,88.06979627383856
14,88.1511101894613
15,92.10616865731876
16,91.34416155674391
17,91.36972601895378
18,95.18258405369512
19,96.13887996946694
20,94.78057539826483
21,91.5723226690712
22,93.11090749302251
23,91.08388776828156
24,90.16284863179355
25,90.46373205626668
26,86.54593663037936
27,89.25317707092725
28,85.31572336603246
29,86.99451654484591
30,87.78356293986693
31,83.21423561682532
32,81.90875165772842
33,86.57035547856626
34,86.97321874802712
35,84.88292997174108
36,88.92001938365529
37,88.95876831451287
38,86.74974906086192
39,88.4885249367978
40,90.94990887658818
41,91.76424910354295
42,89.08950927063094
43,93.90847199305146
44,93.66368496350707
45,87.9317201662039
46,90.16391944187552
47,87.26869661236334
48,88.58186019207643
49,84.56116203899012
50,83.70701299823452
51,88.29535357864255
52,88.14876478889786
53,87.72382227073457
54,88.95104770928559
55,88.36338496460353
56,92.30891707288691
57,88.94195989944731
58,91.06295607822602
59,88.82656047649012
60,89.3040583438886
61,90.31302224224014
62,88.82193523012923
63,87.11619645403457
64,88.83159234782782
65,87.73624193877544
66,87.78674433251385
67,88.32523783225074
68,85.49738261874089
69,84.27036888192791
70,84.6439034049543
71,84.8945584663185
72,93.09332784326037
73,89.55405859291565
74,89.40822453316076
75,92.27610448460196
76,89.64748455862572
77,90.36470728155209
78,88.17619374339385
79,84.61448641128598
80,85.71796967248933
81,87.8362094069358
82,88.76580664785997
83,88.45346955188835
84,86.07668097892332
85,86.12688172470303
86,90.20249319541738
87,90.9386261063135
88,91.39616244792637
89,92.93382084502463
