time_s,cpu_usage_ms_per_s
0,40.68571428571428
1,40.68571428571428
2,40.68571428571428
3,40.47190476190476
4,40.11532467532467
5,39.779761904761905
6,39.44428571428572
7,39.21539682539683
8,40.22233766233766
9,40.22857142857143
10,39.57619047619047
11,38.69269841269842
12,37.83584415584416
13,37.05246031746032
14,36.378095238095234
15,36.13095238095238
16,36.114285714285714
17,35.22984126984127
18,34.22714285714285
19,34.40698412698413
20,35.301587301587304
21,37.29857142857142
22,39.52698412698413
23,40.57420634920634
24,41.13333333333333
25,41.25277777777778
26,41.14968253968254
27,41.6002380952381
28,41.712063492063486
29,41.60468253968254
30,40.74285714285714
31,38.51593073593073
32,37.955555555555556
33,37.72428571428572
34,37.98825396825396
35,40.448412698412696
36,40.23428571428571
37,39.901666666666664
38,39.76269841269841
39,39.20357142857143
40,38.75555555555556
41,38.85150793650794
42,39.315714285714286
43,39.42753968253968
44,37.766666666666694
45,36.955952380952375
46,37.37365079365079
47,37.59730158730159
48,39.478095238095236
49,41.15912698412698
50,41.71269841269841
51,41.489047619047625
52,41.26539682539683
53,40.908412698412704
54,40.68666666666666
55,40.910317460317465
56,40.80444444444444
57,40.082857142857144
58,38.74269841269842
59,38.63087301587302
60,38.3
61,38.91007936507936
62,41.4820634920635
63,41.93238095238095
64,42.05269841269841
65,41.94880952380952
66,42.28428571428571
67,41.95166666666667
68,41.82857142857143
69,41.8352380952381
70,42.282539682539685
71,40.50920634920634
72,39.53523809523809
73,39.31563492063492
74,39.427460317460316
75,41.06428571428572
76,41.70380952380952
77,41.370396825396824
78,41.25857142857143
79,40.52071428571428
80,39.51746031746032
81,38.62571428571429
82,38.17841269841269
83,37.66111111111112
84,36.537142857142854
85,35.20277777777778
86,35.98555555555555
87,36.64642857142855
88,38.344126984127
89,40.91428571428572
