time_s,throughput_Mbps
0,12.12624584717608
1,10.958320749018425
2,10.292543373938722
3,10.951978254303837
4,12.004060538944259
5,12.143360515453539
6,12.504429678848282
7,13.29346622369878
8,13.077888519748985
9,13.290546662639686
10,14.1749723145072
11,15.265982079935569
12,14.483237692540017
13,14.546696197858989
14,14.794321957112656
15,14.700996677740864
16,15.189972817879793
17,15.346437799926171
18,14.446994865599518
19,13.49141749723145
20,14.071277559649651
21,14.333056478405314
22,14.055370985603542
23,14.120893318567736
24,14.322561159770462
25,14.306352562166516
26,13.929863418235513
27,14.399879190576867
28,15.816168327796237
29,15.108829155340779
30,14.609634551495017
31,14.7477096546864
32,14.687338501291991
33,14.651162790697676
34,14.44702842377261
35,14.385382059800664
36,14.619752340682576
37,13.379198966408277
38,12.943320245645827
39,13.165559246954595
40,13.318232155441457
41,12.564230343300114
42,11.85548172757475
43,11.465393133997788
44,11.83942414174972
45,11.475385080036242
46,11.934662236987819
47,12.63706835799859
48,12.43068559347629
49,12.787467700258397
50,13.448102285311585
51,14.01799557032115
52,14.150609080841638
53,14.32576596530085
54,14.702506795530047
55,14.678848283499446
56,13.374609886237796
57,12.686877076411957
58,12.016510621161782
59,11.36474378334843
60,10.880398671096344
61,10.47447900936273
62,10.199520118124768
63,10.159124756558596
64,10.212930079810592
65,10.286544850498345
66,11.456810631229231
67,12.103266888150609
68,11.774690425853207
69,12.988648947951281
70,13.610188261351054
71,13.835455887781471
72,13.788583509513744
73,14.304238397261656
74,14.454411221853082
75,14.189066747206281
76,14.098560354374305
77,14.422933655491795
78,14.47563676633444
79,14.428772777609986
80,14.614248800295313
81,14.833282996073695
82,14.863602805463271
83,14.728984194100475
84,14.715191784959227
85,14.917866371354744
86,15.049833887043189
87,14.905315614617942
88,14.556931440652374
89,14.307770394979698
